cartodb_id,the_geom,site_id,name,street,plaque_location,type,town,prov,reason_for_designation,latitude_wgs84,longitude_wgs84,cartodb_georef_status
1962,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,3354,"Shea, Sir Ambrose",Prince Philip Drive and Higgins Line,Confederation Building,Historic Persons,St. John's,Newfoundland and Labrador,"Father of Confederation, Speaker of the Newfoundland House (1885-87)",47.58401,-52.723065,true
1961,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,3353,Shanawdithit,155 Water Street,<Null>,Historic Persons,St. John's,Newfoundland and Labrador,Last of the Beothuks,47.565373,-52.705615,true
1916,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,3308,"Reeves, Chief Justice John",<Null>,<Null>,Historic Persons,St. John's,Newfoundland and Labrador,Important Newfoundland jurist and historian,47.561464,-52.712784,true
1759,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,3151,"Little, Philip Francis",<Null>,Colonial Building,Historic Persons,St. John's,Newfoundland and Labrador,First premier of the colony of Newfoundland under responsible government,47.570834,-52.706881,true
1662,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,3054,"Harvey, Sir John",Corner of Harvey Rd. and Bonaventure Ave,On 2m high wall at Fort Townshend NHSC,Historic Persons,St. John's,Newfoundland and Labrador,"Lieutenant-Governor of Prince Edward Island (1836-37), New Brunswick (1837-41), Governor of Newfoundland (1841-46)",47.566661,-52.710669,true
1636,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,3028,"Gilbert, Sir Humphrey",<Null>,Mounted on cairn near docks,Historic Persons,St. John's,Newfoundland and Labrador,Leader of 1583 English attempt to establish a colony in Newfoundland,47.567255,-52.702484,true
1610,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,3002,"Fox, Terry",<Null>,"Terry Fox monument at Mile 0, Harbourside Park",Historic Persons,St. John's,Newfoundland and Labrador,"An enduring icon, the qualities of both the man and his ""Marathon of Hope"" captivated the country and resonated deeply with Canadians",47.567259,-52.703077,true
1607,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,2999,"Fleming, Bishop Michael Anthony",172 Military Road,Basilica of St. John the Baptist NHSC,Historic Persons,St. John's,Newfoundland and Labrador,"Radically restructured the personnel, administration and visibility of the Roman Catholic Church in Newfoundland",47.567187,-52.710164,true
1601,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,2993,"Feild, Bishop Edward",<Null>,St. John the Baptist Anglican Cathedral NHSC,Historic Persons,St. John's,Newfoundland and Labrador,"Radically restructured the personnel, administration and visibility of the Church of England in Newfoundland",47.565375,-52.708574,true
1589,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,2981,"Duley, Margaret Iris",<Null>,"Education Building, Memorial University",Historic Persons,St. John's,Newfoundland and Labrador,First Newfoundland novelist to attain worldwide recognition,47.574064,-52.736574,true
1547,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,2939,"Cullen, Maurice Galbraith",<Null>,in the Assembly Hall at Memorial University,Historic Persons,St. John's,Newfoundland and Labrador,"Artist, depicted winter landscapes of Quebec in an impressionistic style",47.574064,-52.736574,true
1507,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,2899,"Carter, Sir Frederick Bowker Terrington",Prince Philip Drive and Higgins Line,Confederation Building,Historic Persons,St. John's,Newfoundland and Labrador,"Father of Confederation, Prime Minister of Newfoundland (1865-69, 1875-78)",47.561464,-52.712784,true
1506,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,2898,"Carson, William",Corner of Duckworth and Cathedral Streets,On stone wall,Historic Persons,St. John's,Newfoundland and Labrador,Advocate of social and political reform in 19th-century Newfoundland,47.565274,-52.707189,true
1455,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,2847,"Bennett, Charles Fox",Prince Philip Drive,Confederation Building,Historic Persons,St. John's,Newfoundland and Labrador,Noted Newfoundland entrepreneur and political leader,47.584018,-52.723064,true
1407,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,2799,Winning of Responsible Government,78 Military Road,wall near entrance to Colonial Building (Old House of Assembly),Historic Events,St. John's,Newfoundland and Labrador,Liberal Premier P. F. Little formed administration in 1855,47.57094,-52.706818,true
1394,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,2786,Wabana Iron Ore Mines,<Null>,<Null>,Historic Events,St. John's,Newfoundland and Labrador,"Bell Island mines were major source of iron ore, 1895-1966",47.561464,-52.712784,true
1362,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,2754,St. John's Regatta,"Clancey Drive, Lakeview Avenue",side wall of building,Historic Events,St. John's,Newfoundland and Labrador,"Canada's oldest organized sporting event, held since 1826",47.578251,-52.695054,true
1278,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,2670,Newfoundland's Entry into Confederation,Prince Philip Drive and Higgins Line,Confederation Building,Historic Events,St. John's,Newfoundland and Labrador,"Led by Joseph R. Smallwood, Newfoundland became 10th province in 1949",47.58401,-52.723065,true
985,0101000020E6100000E65C8AABCA5A4AC0E31934F44FC84740,2377,Battle of Signal Hill,<Null>,"Mounted on north west corner of Cabot Tower, Signal Hill NHSC",Historic Events,St. John's,Newfoundland and Labrador,"Last battle of the Seven Years' War in North America, 1762",47.570063,-52.681893,true
1885,0101000020E6100000F4F8BD4D7F5853C0CC28965B5A154640,3277,"Parker, Sir Gilbert",209 Pinnacle Street,"inside church, Old Corby Public Library",Historic Persons,Belleville,Ontario,Author of popular historical and romantic novels,44.16396,-77.382534,true
1843,0101000020E6100000F4F8BD4D7F5853C0CC28965B5A154640,3235,"Moodie, Susanna",114 Bridge Street West,Susanna Moodie Cottage,Historic Persons,Belleville,Ontario,"Leading author of 1850s in Ontario, wrote ""Roughing it in the Bush""",44.1614,-77.393517,true
1478,0101000020E6100000F4F8BD4D7F5853C0CC28965B5A154640,2870,"Bowell, Sir MacKenzie",Bridge Street,on the lawn of the Bridge St. Armouries,Historic Persons,Belleville,Ontario,"Prime Minister of Canada (1894-96), senator, journalist and statesman",44.163617,-77.383961,true
1431,0101000020E61000009981CAF8F7A14FC0D044D8F0F4AE4640,2823,"Archibald, Sir Adams George",1 Church St.,Court House,Historic Persons,Truro,Nova Scotia,"Father of Confederation, Lieutenant-Governor of Manitoba and Northwest Territories (1870-72), Nova Scotia (1873-83)",45.365631,-63.275911,true
1430,0101000020E61000009981CAF8F7A14FC0D044D8F0F4AE4640,2822,"Archibald, Samuel George William",1 Church Street,Court House,Historic Persons,Truro,Nova Scotia,"Attorney General of Nova Scotia (1831-41), Chief Justice of Prince Edward Island (1824-28)",45.365511,-63.275901,true
1675,0101000020E610000002D4D4B2B54258C06F641EF983CD4840,3067,"Hespeler, William",Crow Wing Trail and 4th St. south,North end of Hespeler Park,Historic Persons,Niverville,Manitoba,Instrumental to the settlement and development of the Prairies,49.59836,-97.043528,true
1832,0101000020E610000031B610E4A02250C0B9AAECBB221C4740,3224,Men of Letters,Main Street,in a park on the south side street,Historic Persons,Shediac,New Brunswick,"Acadian literary figures 1880-1930, Pascal Poirier, Placide Gaudet, John Webster, Israël Landry and Ferdinand Robidoux",46.21865,-64.555944,true
1099,0101000020E61000009296CADB11405AC04BC8073D9B194A40,2491,Establishment of St. Peter's Colony and Abbey,<Null>,Wooden Cathedral,Historic Events,Muenster,Saskatchewan,"Largest German group settlement in Canada; Benedictines, Franciscan Sisters of St. Elizabeth and Ursulines of Bruno provided services and leadership in religion, education, culture and health care",52.189839,-104.995274,true
1538,0101000020E6100000F73B1405FA9C4AC016DEE522BED74740,2930,"Coughlan, Reverend Laurence",Water St.,On Water St. in small enclosure next to church,Historic Persons,Harbour Grace,Newfoundland and Labrador,"First Methodist mission in British North America (1765) at Harbour Grace, Newfoundland",47.694236,-53.211036,true
1380,0101000020E6100000F73B1405FA9C4AC016DEE522BED74740,2772,Transatlantic Flights,Harvey Street,Mounted on wooden support located in a park next to Conception Bay Museum,Historic Events,Harbour Grace,Newfoundland and Labrador,Harbour Grace airfield used by pioneer transatlantic aviators 1919-37,47.694,-53.210859,true
1987,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3379,"Stowe, Dr. Emily",76 Grenville Street, inside Women's College Hospital NHSC,Historic Persons,Toronto,Ontario,"First female practising doctor in Canada; organizer of women's medical college and suffrage leader",43.661234,-79.387786,true
1979,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3371,"Snively, Mary Agnes",College Street and University Avenue,Toronto General Hospital,Historic Persons,Toronto,Ontario,Leading advocate for the professionalization of nursing in the late 19th and early 20th centuries,43.658566,-79.389522,true
1975,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3367,"Smith, Goldwin",<Null>,The Grange NHSC,Historic Persons,Toronto,Ontario,"Historian and writer, advocate of Commercial Union with the United States",43.652983,-79.392367,true
1951,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3343,"Schofield, Dr. Frank W.",<Null>,Ontario Veterinary College,Historic Persons,Toronto,Ontario,Outstanding veterinarian who was nationally and internationally known for his research in animal disease,43.65075,-79.380203,true
1945,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3337,"Sandwell, Bernard Keble",73 Richmond Street West (Sheppard),<Null>,Historic Persons,Toronto,Ontario,"Journalist, essayist, lecturer, editor (1932-35) of ""Saturday Night""",43.6509,-79.382533,true
1928,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3320,"Robinson, Sir John Beverley",130 Queen Street West,"Osgoode Hall NHSC, on post in the Great Library",Historic Persons,Toronto,Ontario,"Major political figure in Upper Canada, member of Family Compact",43.652155,-79.385652,true
1927,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3319,"Robinson, Charles Walker",<Null>,<Null>,Historic Persons,Toronto,Ontario,"Soldier and author, wrote ""Canada and Canadian Defence"" (1910)",43.653511,-79.383965,true
1852,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3244,"Mowat, Sir Oliver",900 Bay Street,Mounted inside Mowat Block,Historic Persons,Toronto,Ontario,"Father of Confederation, Premier of Ontario (1872-96)",43.663245,-79.38732,true
1824,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3216,"McLuhan, Marshall",96 St. Joseph Street,Sullivan House,Historic Persons,Toronto,Ontario,"Pioneer of media analysis, he provided the world with new insights and tools to help make sense of the electronic age",43.665283,-79.3899,true
1804,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3196,"Massey, Charles Vincent",Hart House Circle,"Hart House, U. of Toronto, mounted on stone monument",Historic Persons,Toronto,Ontario,First Canadian-born Governor General of Canada (1952-59),43.663664,-79.393902,true
1790,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3182,"Mackenzie, William Lyon",82 Bond St.,Mounted on post beside building,Historic Persons,Toronto,Ontario,"Leader of 1837 Rebellion in Upper Canada, legislator (1850-58)",43.655767,-79.378267,true
1776,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3168,"MacMillan, Sir Ernest",178 Victoria Street,Massey Hall NHSC,Historic Persons,Toronto,Ontario,"Internationally known conductor, musician, composer",43.654167,-79.379083,true
1769,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3161,"MacDonald, James E.H.",14 Elm Street,St. George's Hall (Arts and Letters Club)  NHSC,Historic Persons,Toronto,Ontario,"Painter, founding member of the Group of Seven, designer and calligrapher",43.657817,-79.38245,true
1766,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3158,"Loring, Frances",St. Clair Avenue East and Mount Pleasant Road,Loring and Wyle Parkette,Historic Persons,Toronto,Ontario,One of Canada's leading and most talented sculptors during the peak of her career from 1920 to about 1948,43.69051,-79.383168,true
1760,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3152,"Livingstone, Kathleen 'Kay'",475 Yonge Street,Former Westbury Hotel,Historic Persons,Toronto,Ontario,"Actively engaged in creating a Canada-wide network of Afro-Canadian women; driving force behind the first National Black Women's Congress ( 1973)",43.662271,-79.383283,true
1758,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3150,"Lismer, Arthur",317 Dundas Street West,Art Gallery of Ontario,Historic Persons,Toronto,Ontario,"Painter, educator, founding member of the Group of Seven",43.654117,-79.392221,true
1512,0101000020E6100000C190D5AD9E6552C0C5724BAB21C14640,2904,"Champagne, Claude",<Null>,<Null>,Historic Persons,Montréal,Quebec,"Noted composer, musician and educator",45.5,-73.6,true
1697,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3089,"Jefferys, Charles William",1 Kings College Circle,West end of the Medical Sciences Building,Historic Persons,Toronto,Ontario,"Artist, drawings and paintings of historical themes",43.66105,-79.394483,true
1692,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3084,"Innis, Harold Adams",St. George Street,"on wall of building (Innis College), University of Toronto",Historic Persons,Toronto,Ontario,"Historian and economist, leader in communications theory",43.6656,-79.39925,true
1686,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3078,"Howland, Sir William Pearce",Old Dundas St.,On the lawn of the historic Lambton Inn,Historic Persons,Toronto,Ontario,Father of Confederation,43.663033,-79.503483,true
1655,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3047,"Hanlan, Edward",115 Princess Boulevard,"Sports Hall of Fame, Exhibition Place",Historic Persons,Toronto,Ontario,"World rowing champion (1880-84), defeated only six times in 350 matches",43.632717,-79.413517,true
1641,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3033,"Gould, Glenn",200 Front Street West,CBC Building,Historic Persons,Toronto,Ontario,"Brilliant, eccentric, and recognized internationally as one of the great classical musicians of the 20th century",43.644832,-79.385879,true
1595,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2987,"Eaton, Timothy",220 Yonge Street,"Eaton Centre, Main Entrance",Historic Persons,Toronto,Ontario,"Established famous department store 1869, began mail order in 1884",43.654817,-79.380533,true
1594,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2986,"Dworkin, Dorothy",100 Yorkville Avenue,<Null>,Historic Persons,Toronto,Ontario,"Provided health and social services to immigrant Jews, an otherwise marginalized group in Canada",43.67091,-79.392381,true
1586,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2978,"Drummond, Sir Gordon",Queen's Park Crescent East,Queen's Park,Historic Persons,Toronto,Ontario,"Commander of the British forces in Upper Canada (1813-14); War of 1812",43.66243,-79.391627,true
1567,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2959,"Denison, Colonel George Taylor",1 Yukon Lane and Sheppard Avenue West,Inside Denison Armoury main entrance,Historic Persons,Toronto,Ontario,"Founder of the Canada First Movement and the Imperial Federation League; Northwest Rebellion 1885",43.752188,-79.46902,true
1539,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2931,"Cox, George",<Null>,<Null>,Historic Persons,Toronto,Ontario,"Financier, senator (1896), philanthropist, leading Toronto businessman; dominant figure in the insurance industry from the mid-1890s to his death in 1914",43.653511,-79.383965,true
1532,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2924,"Conacher, Lionel Pretoria 'Big Train'",<Null>,<Null>,Historic Persons,Toronto,Ontario,"Male Athlete of the Half-century (1900-50), 1921 Grey Cup, National Hockey League (1925-37)",43.680767,-79.393833,true
1529,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2921,"Coleman, Kathleen Blake",444 Front Street West,Globe and Mail Building,Historic Persons,Toronto,Ontario,"Innovative editor of the woman's page of the Toronto Daily Mail (after 1895, the Mail and Empire) from 1889 to 1911",43.642489,-79.395367,true
1528,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2920,"Cockburn, James",<Null>,<Null>,Historic Persons,Toronto,Ontario,"Father of Confederation, first Speaker of the House of Commons (1867-74)",43.670379,-79.366975,true
1486,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2878,"Brown, George",186 Beverly Street,<Null>,Historic Persons,Toronto,Ontario,"Father of Confederation, founded the Toronto Globe (1844); involved in abolititionist and Underground Railroad activities",43.65579,-79.394999,true
1465,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2857,"Blackburn, Thornton and Lucie",19 Sackville Street,Sackville Street School Playgrounds,Historic Persons,Toronto,Ontario,Legendary escapees from slavery who established first cab company in Toronto,43.6538,-79.3594,true
1463,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2855,"Black, Davidson", 1 King's College Circle,"Inside Medical Science Building, University of Toronto",Historic Persons,Toronto,Ontario,"Physician and palaeontologist, identified ""Peking Man"" fossils (1927)",43.661011,-79.392563,true
1454,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2846,"Bengough, John Wilson",66 Charles Street East,<Null>,Historic Persons,Toronto,Ontario,"Noted cartoonist, journalist, poet and lecturer",43.669347,-79.383231,true
1441,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2833,"Banting, Sir Frederick G.",100 College Street,on wall of Best Institute,Historic Persons,Toronto,Ontario,"Co-discoverer of insulin, shared Nobel Prize for medicine in 1923",43.6603,-79.38775,true
1440,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2832,"Baldwin, Robert",<Null>,"Main Building, Parliament Buildings, Queen's Park",Historic Persons,Toronto,Ontario,"Reformer, co-premier of Province of Canada (1842-43, 1848-51), achieved responsible government",43.662417,-79.391166,true
1432,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2824,"Atkinson, Joseph E.",1 Yonge Street,Mounted inside on wall of Toronto Star Office,Historic Persons,Toronto,Ontario,"Influential owner and editor of the Toronto ""Star"", philanthropist",43.642576,-79.374708,true
1379,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2771,Toronto Carrying Place,On Humbercrest Blvd. north of Langmuir Cres.,Etienne Brule Park,Historic Events,Toronto,Ontario,"Two routes - Humber River to Holland River; Rouge River to Holland River",43.655867,-79.49285,true
1364,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2756,Stained Glass of Robert McCausland Limited,Yonge and Front streets,Inside Hockey Hall of Fame,Historic Events,Toronto,Ontario,Quite possibly the longest surviving stained glass firm in North America,43.647033,-79.3771,true
1273,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2665,National Farm Radio Forum,372 Jarvis Street,National Ballet School of Canada (Former CBC Head Office),Historic Events,Toronto,Ontario,Exploited the power of radio technology to pioneer interactive distance education,43.6639,-79.3776,true
1272,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2664,National Council of Jewish Women of Canada,44 George Street,Former Headquarters,Historic Events,Toronto,Ontario,"Through their work with immigrants, mothers, young women and children, its members became indispensable partners in the Canadian Jewish community",43.650354,-79.370502,true
1250,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2642,"Meetings of Parliament, 1841-1866",Queen's Park Crescent,"Queen's Park (inside the building), Mowat Block",Historic Events,Toronto,Ontario,Sessions of 1850-51 and 1856-59 in Toronto,43.663419,-79.387455,true
1240,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2632,Mackenzie-Papineau Battalion,Queen's Park Crescent W.,East side - next to Parliament Buildings,Historic Events,Toronto,Ontario,"Volunteer force formed to oppose Fascists in Spanish Civil War, 1937-39",43.66255,-79.392717,true
1226,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2618,"Kaplan & Sprachman, Architects",400 Eglinton Avenue West,Eglinton Theatre NHSC,Historic Events,Toronto,Ontario,One of Canada's most prolific architectural firms specializing in movie theatre designs in the first half of the 20th century,43.704251,-79.410583,true
1216,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2608,Introduction of Multilingual Multicultural Radio Stations in Canada,<Null>,<Null>,Historic Events,Toronto,Ontario,In the 1960s signalled the beginning of the transition of Canadian government radio broadcasting policy towards fully multicultural programming,43.653511,-79.383965,true
1206,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2598,Imperial Order Daughters of the Empire,<Null>,Children's Centre of North York General Hospital,Historic Events,Toronto,Ontario,Founded in 1900 to encourage patriotism and social service,43.768963,-79.362994,true
1186,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2578,Girl Guide Movement in Canada,51 Merton Street,Girl Guide National Headquarters Building,Historic Events,Toronto,Ontario,"Service-oriented, non-denominational and non-political organization is one of the largest youth movements in Canada and throughout the world",43.69653,-79.394442,true
1178,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2570,Frontier College,35 Jackes Avenue,Front lawn of Gzowski House (Frontier College national headquarters),Historic Events,Toronto,Ontario,Provided social welfare and education to isolated resource-based workers,43.685283,-79.390933,true
1130,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2522,First Electric Telegraph,151 Front Street West,north wall of South St. of St. Lawrence Market,Historic Events,Toronto,Ontario,"Line from Toronto to Queenston carried first message, 1846",43.64905,-79.371983,true
1124,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2516,First Banding of a Bird,corner of Spring and Deer Pen Road,High Park,Historic Events,Toronto,Ontario,"First banding of a wild bird, led to increased knowledge of migrations",43.643184,-79.458146,true
1110,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2502,Establishment of the National Council of Women in Canada,Gerrard and Jarvis Streets,Allan Gardens,Historic Events,Toronto,Ontario,Advocated social and health care reforms,43.662967,-79.373217,true
1095,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2487,Establishment of Continuous Meteorological Record-keeping in Canada,315 Bloor Street (corner of Devonshire Place),U. of Toronto Admission Office - on fence in front of building,Historic Events,Toronto,Ontario,"University of Toronto campus site of British Army observations in 1840, forecasts by 1876",43.667683,-79.398583,true
1074,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2466,Defence of York, Yukon Place,on stone buttress on south side of Liberty Grand Building  - CNE Park,Historic Events,Toronto,Ontario,"War of 1812, commemorates defenders in Battle of York against an American attack",43.6306,-79.426467,true
1073,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2465,De Havilland 'Beaver',Garratt Boulevard,DeHavilland Aircraft office,Historic Events,Toronto,Ontario,Single engine highwing aircraft developed for bush flying in 1946,43.73559,-79.471798,true
1066,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,2458,Crossing of Lake Ontario by Marilyn Bell,Lakeshore Boulevard West,Budapest Park,Historic Events,Toronto,Ontario,Attracted national and international attention to Canada's strong standing in marathon swimming and fostered the sport's development,43.636483,-79.448717,true
1668,0101000020E6100000CA54C1A8A4DA53C021CD58349DD94540,3060,"Heintzman, Theodore August",116 Bond Street,In front of First Evangelical Lutheran Church,Historic Persons,Toronto,Ontario,Founder of prominent piano manufacturing firm,43.657103,-79.378652,true
1499,0101000020E610000071E6577380565EC00A4B3CA06CEE4E40,2891,"Camsell, Charles",<Null>,<Null>,Historic Persons,Fort Simpson,Northwest Territories,Important contribution to understanding the geology of Canada,61.861763,-121.347627,true
1899,0101000020E6100000978BF84ECC2253C05E9D6340F60E5040,3291,"Pitseolak, Peter",<Null>,<Null>,Historic Persons,Cape Dorset,Nunavut,"Artist, photographer, hunter and historian",64.233333,-76.541667,true
1329,0101000020E61000008F19A88C7FFB4AC0AEB6627FD99D4740,2721,Role of Placentia,<Null>,Beside Police Station,Historic Events,Placentia,Newfoundland and Labrador,Important 16th century French fishing station,47.245245,-53.963233,true
1850,0101000020E61000001B2AC6F99BA85AC0FB3F87F9F20E4A40,3242,"Morton, Arthur Silver",Campus Drive,"wall inside Murray Building, University of Saskatchewan",Historic Persons,Saskatoon,Saskatchewan,"Historian, teacher, first Provincial Archivist of Saskatchewan",52.131253,-106.636857,true
1826,0101000020E61000001B2AC6F99BA85AC0FB3F87F9F20E4A40,3218,"McNaughton, Violet Clara",446 - 2nd Avenue North,Wheat Producer Building,Historic Persons,Saskatoon,Saskatchewan,"Organized the Women Grain Growers; instigated public funded medical care programs",52.13486,-106.660656,true
1303,0101000020E61000001B2AC6F99BA85AC0FB3F87F9F20E4A40,2695,Petro Mohyla Institute,1240 Temperance Street,<Null>,Historic Events,Saskatoon,Saskatchewan,"Provided a leadership training ground for young Ukrainian Canadians, and especially women, leading to the founding of a range of Ukrainian organizations",52.125816,-106.640399,true
1079,0101000020E61000001B2AC6F99BA85AC0FB3F87F9F20E4A40,2471,Development of Cobalt-60 Beam Therapy Unit (Cobalt Bomb),Campus Dr. at Diefenbaker Crt.,Mounted on monument at University of Saskatchewan,Historic Events,Saskatoon,Saskatchewan,First use in 1951 marked a new era in the fight against cancer,52.133228,-106.639615,true
1426,0101000020E6100000B806B64AB0205EC0FB743C66A0BA4840,2818,"Allison, Susan Louisa Moir",167 Vermilion Avenue,Princeton and District Museum and Archives,Historic Persons,Princeton,British Columbia,"Earliest woman memoirist of pioneer life in interior British Columbia; recorded stories and legends of the Similkameen and Okanagan First Nations",49.458633,-120.508661,true
1526,0101000020E6100000ED478AC8B0AE4AC03485CE6BEC2E4840,2918,"Clinch, Reverend John",<Null>,<Null>,Historic Persons,Trinity,Newfoundland and Labrador,"Medical and missionary pioneer, introduced Jenner vaccine for smallpox",48.370001,-53.378742,true
1795,0101000020E610000015747B4963345CC076C3B64599D94840,3187,"Magrath, Charles Alexander",910 4th ave S,Outside wall at the South entrance of City Hall,Historic Persons,Lethbridge,Alberta,"Engineer and surveyor, first mayor of Lethbridge",49.69408,-112.832857,true
1296,0101000020E610000015747B4963345CC076C3B64599D94840,2688,Origins of Coal Industry in Alberta,7th St. South and 3rd Ave. South,Galt Garden Park,Historic Events,Lethbridge,Alberta,"Role of Alberta coal industry, began in 1874",49.696328,-112.838941,true
1207,0101000020E610000015747B4963345CC076C3B64599D94840,2599,Indian Battle of 1870,"Off University Drive, north of Whoop-Up Drive","On the University grounds, overlooking Indian Battle Coulee",Historic Events,Lethbridge,Alberta,"Last great battle, Cree and Assiniboine against the Blackfoot confederacy",49.683625,-112.876083,true
1123,0101000020E610000015747B4963345CC076C3B64599D94840,2515,First Air Crossing of the Canadian Rockies,7th St. South and 3rd Ave. South,Galt Gardens Park,Historic Events,Lethbridge,Alberta,Captain E. C. Hoy flew from Vancouver to Lethbridge in 1919,49.696665,-112.838924,true
1049,0101000020E610000015747B4963345CC076C3B64599D94840,2441,Construction of the Lethbridge Viaduct,<Null>,Lethbridge Junior Chamber of Commerce,Historic Events,Lethbridge,Alberta,"Highest and largest bridge in Canada, its construction greatly improved the hauling capacity and transit time of trains on the Crow's Nest Pass Railway",49.692391,-112.838287,true
982,0101000020E6100000764F1E166A5752C0FB912232AC8A4640,2374,Battle of Odelltown,corner of Hwy 221 and Montée d'Odelltown,<Null>,Historic Events,Lacolle,Quebec,Last battle of the 1837-38 Rebellion,45.042458,-73.386796,true
1265,0101000020E61000009DF4BEF1B5EB53C06C95607138B34740,2657,Mining,Parkette at Grandview Avenue & Jamieson Street,<Null>,Historic Events,Cobalt,Ontario,"Important mineral product for Canada's economy since the cobalt boom; 1903",47.394176,-79.686585,true
1348,0101000020E6100000FBCBEEC9C34E4FC09947FE60E01D4740,2740,Shipbuilding in Prince Edward Island,<Null>,Public park adjacent to the local museum,Historic Events,Cardigan,Prince Edward Island,Prince Edward Island's principal economic sector from 1820 to 1880,46.233545,-62.619003,true
1932,0101000020E610000011018750A5EA53C0BA66F2CD36334640,3324,"Rosenfeld, Fanny 'Bobbie'",190 Bayview Drive,Allandale Recreation Centre,Historic Persons,Barrie,Ontario,Female Athlete of the half-century (1900-50),44.361044,-79.683686,true
